time,sigma_x,sigma_y,sigma_z,sigma_roll,sigma_pitch,sigma_yaw,sigma_vx,sigma_vy,sigma_vz
1244086750.716000,9.242722,2.019731,1.971806,0.373296,4.032175,2.972665,0.387360,0.514214,0.309965
1244086750.736000,9.242128,2.019288,1.970544,0.373078,4.031910,2.973007,0.387129,0.513873,0.309943
1244086750.756000,9.241540,2.018841,1.969284,0.372845,4.031655,2.973337,0.386898,0.513536,0.309854
1244086750.776000,9.240957,2.018392,1.968026,0.372603,4.031381,2.973664,0.386664,0.513199,0.309764
1244086750.796000,9.240380,2.017939,1.966769,0.372360,4.031115,2.973997,0.386426,0.512869,0.309693
1244086750.816000,9.239807,2.017484,1.965514,0.372114,4.030854,2.974316,0.386186,0.512536,0.309654
1244086750.836000,9.239236,2.017025,1.964260,0.371875,4.030602,2.974648,0.385942,0.512204,0.309557
1244086750.856000,9.238671,2.016563,1.963007,0.371634,4.030361,2.974968,0.385706,0.511872,0.309488
1244086750.876000,9.238110,2.016097,1.961756,0.371392,4.030107,2.975280,0.385464,0.511537,0.309444
1244086750.896000,9.237554,2.015628,1.960506,0.371148,4.029873,2.975587,0.385222,0.511207,0.309385
1244086750.916000,9.237003,2.015155,1.959257,0.370905,4.029674,2.975890,0.384984,0.510877,0.309307
1244086750.936000,9.236453,2.014677,1.958009,0.370665,4.029498,2.976195,0.384742,0.510547,0.309225
1244086750.956000,9.235908,2.014196,1.956762,0.370428,4.029341,2.976499,0.384502,0.510224,0.309126
1244086750.976000,9.235368,2.013712,1.955516,0.370189,4.029202,2.976812,0.384260,0.509895,0.309083
1244086750.996000,9.234832,2.013223,1.954271,0.369948,4.029084,2.977124,0.384020,0.509568,0.309099
1244086751.016000,9.234302,2.012731,1.953026,0.369708,4.028983,2.977425,0.383787,0.509249,0.309066
1244086751.036000,9.233773,2.012234,1.951782,0.369469,4.028854,2.977739,0.383551,0.508931,0.309036
1244086751.056000,9.233251,2.011733,1.950538,0.369244,4.028749,2.978046,0.383316,0.508614,0.308991
1244086751.076000,9.232733,2.011227,1.949295,0.369015,4.028647,2.978348,0.383087,0.508297,0.308969
1244086751.096000,9.232221,2.010717,1.948053,0.368781,4.028557,2.978646,0.382852,0.507980,0.309023
1244086751.116000,9.231714,2.010202,1.946812,0.368542,4.028443,2.978942,0.382621,0.507665,0.308962
1244086751.136000,9.231213,2.009682,1.945571,0.368313,4.028332,2.979228,0.382397,0.507341,0.308982
1244086763.596000,9.231513,2.008561,1.944780,0.368573,4.028732,2.979359,0.382361,0.507032,0.308817
1244086763.616000,9.231803,2.007441,1.943987,0.368861,4.029137,2.979492,0.382272,0.506718,0.308626
1244086763.636000,9.232084,2.006323,1.943195,0.369100,4.029506,2.979629,0.382269,0.506402,0.308476
1244086763.656000,9.232355,2.005207,1.942401,0.369275,4.029894,2.979760,0.382223,0.506083,0.308342
1244086763.676000,9.232616,2.004093,1.941607,0.369398,4.030293,2.979887,0.382167,0.505763,0.308192
1244086763.696000,9.232867,2.002980,1.940811,0.369454,4.030652,2.980002,0.382133,0.505449,0.308083
1244086763.716000,9.233109,2.001869,1.940013,0.369600,4.030990,2.980132,0.382122,0.505131,0.307958
1244086763.736000,9.233339,2.000760,1.939217,0.369816,4.031302,2.980266,0.382114,0.504815,0.307911
1244086763.756000,9.233560,1.999652,1.938420,0.370096,4.031625,2.980401,0.382144,0.504502,0.307751
1244086763.776000,9.233771,1.998546,1.937623,0.370327,4.031956,2.980529,0.382108,0.504197,0.307601
1244086763.796000,9.233972,1.997441,1.936825,0.370564,4.032315,2.980662,0.382074,0.503890,0.307470
1244086763.816000,9.234163,1.996338,1.936024,0.370774,4.032687,2.980799,0.382050,0.503579,0.307320
1244086763.836000,9.234344,1.995237,1.935224,0.370976,4.033054,2.980943,0.382127,0.503266,0.307193
1244086763.856000,9.234516,1.994138,1.934422,0.371198,4.033450,2.981088,0.382075,0.502959,0.307091
1244086763.876000,9.234678,1.993041,1.933616,0.371423,4.033838,2.981231,0.382076,0.502655,0.306971
1244086763.896000,9.234831,1.991945,1.932809,0.371611,4.034247,2.981371,0.382022,0.502349,0.306846
1244086763.916000,9.234977,1.990851,1.931999,0.371760,4.034696,2.981500,0.381999,0.502044,0.306726
1244086763.936000,9.235113,1.989759,1.931187,0.371978,4.035103,2.981639,0.381919,0.501744,0.306621
1244086763.956000,9.235241,1.988669,1.930372,0.372202,4.035481,2.981781,0.381866,0.501445,0.306487
1244086763.976000,9.235361,1.987581,1.929554,0.372392,4.035844,2.981928,0.381799,0.501140,0.306419
1244086763.996000,9.235472,1.986495,1.928734,0.372625,4.036195,2.982079,0.381765,0.500843,0.306311
1244086764.016000,9.235575,1.985411,1.927912,0.372901,4.036538,2.982229,0.381682,0.500551,0.306178
1244086764.036000,9.235669,1.984329,1.927088,0.373161,4.036899,2.982390,0.381644,0.500276,0.306175
1244086764.056000,9.235754,1.983249,1.926262,0.373476,4.037216,2.982556,0.381578,0.499988,0.306134
1244086764.076000,9.235829,1.982171,1.925436,0.373803,4.037483,2.982725,0.381501,0.499710,0.305972
1244086764.096000,9.235896,1.981095,1.924610,0.374106,4.037769,2.982896,0.381464,0.499422,0.305876
1244086764.116000,9.235954,1.980021,1.923783,0.374355,4.038081,2.983049,0.381453,0.499148,0.305860
1244086764.136000,9.236003,1.978949,1.922955,0.374684,4.038396,2.983211,0.381388,0.498861,0.305708
1244086764.156000,9.236042,1.977880,1.922129,0.374934,4.038688,2.983375,0.381398,0.498576,0.305605
1244086764.176000,9.236073,1.976812,1.921302,0.375127,4.038973,2.983536,0.381372,0.498283,0.305497
1244086764.196000,9.236093,1.975746,1.920475,0.375397,4.039267,2.983715,0.381327,0.497995,0.305343
1244086764.216000,9.236105,1.974683,1.919648,0.375667,4.039604,2.983891,0.381295,0.497718,0.305172
1244086764.236000,9.236107,1.973621,1.918820,0.375907,4.039971,2.984060,0.381312,0.497440,0.305078
1244086764.256000,9.236100,1.972562,1.917991,0.376203,4.040359,2.984234,0.381291,0.497163,0.304923
1244086764.276000,9.236084,1.971505,1.917160,0.376600,4.040712,2.984426,0.381286,0.496898,0.304756
1244086764.296000,9.236059,1.970451,1.916328,0.376949,4.041063,2.984619,0.381274,0.496631,0.304657
1244086764.316000,9.236024,1.969399,1.915493,0.377157,4.041433,2.984805,0.381248,0.496359,0.304566
1244086764.336000,9.235979,1.968349,1.914657,0.377445,4.041787,2.984990,0.381274,0.496086,0.304488
1244086764.356000,9.235925,1.967302,1.913819,0.377780,4.042170,2.985183,0.381308,0.495826,0.304441
1244086764.376000,9.235862,1.966258,1.912977,0.378111,4.042530,2.985377,0.381334,0.495554,0.304510
1244086764.396000,9.235790,1.965215,1.912133,0.378446,4.042880,2.985564,0.381368,0.495308,0.304578
1244086764.416000,9.235707,1.964176,1.911288,0.378828,4.043181,2.985757,0.381393,0.495047,0.304566
1244086764.436000,9.235615,1.963139,1.910441,0.379110,4.043539,2.985943,0.381394,0.494787,0.304510
1244086764.456000,9.235514,1.962105,1.909592,0.379405,4.043864,2.986127,0.381426,0.494534,0.304525
1244086764.476000,9.235402,1.961073,1.908741,0.379745,4.044182,2.986318,0.381471,0.494289,0.304416
1244086764.496000,9.235281,1.960044,1.907889,0.380110,4.044500,2.986497,0.381480,0.494029,0.304355
1244086764.516000,9.235151,1.959018,1.907035,0.380533,4.044812,2.986693,0.381538,0.493794,0.304319
1244086764.536000,9.235010,1.957995,1.906180,0.380872,4.045145,2.986894,0.381547,0.493532,0.304205
1244086764.556000,9.234859,1.956975,1.905326,0.381114,4.045447,2.987085,0.381599,0.493295,0.304192
1244086764.576000,9.234698,1.955957,1.904469,0.381336,4.045748,2.987277,0.381669,0.493036,0.304136
1244086764.596000,9.234527,1.954942,1.903612,0.381535,4.046063,2.987469,0.381717,0.492784,0.304005
1244086764.616000,9.234347,1.953930,1.902755,0.381749,4.046358,2.987661,0.381766,0.492548,0.303914
1244086764.636000,9.234156,1.952921,1.901897,0.381992,4.046678,2.987862,0.381875,0.492291,0.303783
1244086764.656000,9.233955,1.951915,1.901038,0.382263,4.047010,2.988065,0.381925,0.492043,0.303691
1244086764.676000,9.233744,1.950912,1.900178,0.382575,4.047342,2.988269,0.381970,0.491802,0.303596
1244086764.696000,9.233524,1.949912,1.899316,0.382886,4.047691,2.988478,0.382033,0.491549,0.303482
1244086764.716000,9.233294,1.948914,1.898453,0.383145,4.048053,2.988686,0.382132,0.491324,0.303416
1244086764.736000,9.233055,1.947920,1.897588,0.383380,4.048459,2.988891,0.382175,0.491066,0.303286
1244086764.756000,9.232806,1.946929,1.896720,0.383585,4.048873,2.989106,0.382282,0.490823,0.303257
1244086764.776000,9.232547,1.945941,1.895850,0.383778,4.049301,2.989319,0.382336,0.490575,0.303144
1244086764.796000,9.232279,1.944957,1.894977,0.384038,4.049722,2.989531,0.382395,0.490348,0.303072
1244086767.896000,9.231070,1.944388,1.894602,0.384382,4.050026,2.989669,0.382481,0.490227,0.302891
1244086767.916000,9.229852,1.943823,1.894226,0.384698,4.050300,2.989811,0.382610,0.490092,0.302731
1244086767.936000,9.228627,1.943263,1.893851,0.384997,4.050528,2.989950,0.382750,0.489955,0.302569
1244086767.956000,9.227393,1.942707,1.893476,0.385219,4.050747,2.990090,0.382876,0.489780,0.302389
1244086767.976000,9.226151,1.942156,1.893100,0.385431,4.050970,2.990231,0.383061,0.489604,0.302239
1244086767.996000,9.224902,1.941608,1.892720,0.385596,4.051247,2.990387,0.383194,0.489441,0.302062
1244086768.016000,9.223645,1.941065,1.892341,0.385715,4.051476,2.990525,0.383366,0.489289,0.301897
1244086768.036000,9.222380,1.940527,1.891962,0.385920,4.051703,2.990680,0.383510,0.489153,0.301728
1244086768.056000,9.221108,1.939994,1.891583,0.386201,4.051962,2.990851,0.383632,0.488996,0.301549
1244086768.076000,9.219827,1.939468,1.891202,0.386326,4.052226,2.991011,0.383791,0.488869,0.301416
1244086768.096000,9.218539,1.938946,1.890819,0.386424,4.052464,2.991155,0.383937,0.488778,0.301247
1244086768.116000,9.217244,1.938429,1.890434,0.386539,4.052689,2.991301,0.384052,0.488637,0.301151
1244086768.136000,9.215941,1.937919,1.890050,0.386668,4.052902,2.991451,0.384143,0.488529,0.301027
1244086768.156000,9.214631,1.937414,1.889664,0.386847,4.053146,2.991598,0.384270,0.488422,0.300876
1244086768.176000,9.213315,1.936914,1.889279,0.387119,4.053382,2.991749,0.384377,0.488321,0.300751
1244086768.196000,9.211992,1.936420,1.888891,0.387373,4.053615,2.991906,0.384437,0.488257,0.300582
1244086768.216000,9.210662,1.935931,1.888503,0.387621,4.053861,2.992053,0.384518,0.488174,0.300412
1244086768.236000,9.209326,1.935448,1.888116,0.387926,4.054101,2.992196,0.384660,0.488067,0.300300
1244086768.256000,9.207982,1.934971,1.887725,0.388190,4.054391,2.992329,0.384742,0.487978,0.300128
1244086768.276000,9.206631,1.934499,1.887334,0.388486,4.054665,2.992468,0.384850,0.487914,0.299973
1244086768.296000,9.205274,1.934032,1.886941,0.388735,4.054909,2.992598,0.384988,0.487834,0.299811
1244086768.316000,9.203910,1.933571,1.886547,0.388914,4.055167,2.992725,0.385121,0.487727,0.299650
1244086768.336000,9.202538,1.933115,1.886149,0.389083,4.055509,2.992853,0.385280,0.487638,0.299480
1244086768.356000,9.201160,1.932665,1.885750,0.389315,4.055817,2.992984,0.385453,0.487527,0.299333
1244086768.376000,9.199775,1.932221,1.885347,0.389559,4.056123,2.993121,0.385591,0.487419,0.299195
1244086768.396000,9.198382,1.931780,1.884942,0.389862,4.056352,2.993256,0.385739,0.487310,0.299093
1244086768.416000,9.196983,1.931345,1.884534,0.390167,4.056610,2.993384,0.385865,0.487240,0.298941
1244086768.436000,9.195576,1.930915,1.884125,0.390482,4.056840,2.993523,0.386056,0.487153,0.298992
1244086768.456000,9.194161,1.930492,1.883713,0.390630,4.057039,2.993647,0.386247,0.487046,0.298949
1244086768.476000,9.192738,1.930074,1.883300,0.390803,4.057221,2.993770,0.386368,0.486931,0.298789
1244086768.496000,9.191308,1.929662,1.882887,0.391074,4.057390,2.993904,0.386567,0.486841,0.298676
1244086768.516000,9.189870,1.929253,1.882471,0.391321,4.057624,2.994035,0.386720,0.486771,0.298513
1244086768.536000,9.188426,1.928851,1.882051,0.391633,4.057908,2.994163,0.386889,0.486674,0.298393
1244086768.556000,9.186975,1.928453,1.881629,0.391949,4.058199,2.994291,0.387113,0.486619,0.298347
1244086768.576000,9.185517,1.928062,1.881204,0.392234,4.058491,2.994428,0.387318,0.486538,0.298246
1244086768.596000,9.184052,1.927675,1.880776,0.392497,4.058788,2.994562,0.387492,0.486507,0.298098
1244086768.616000,9.182580,1.927294,1.880345,0.392822,4.059080,2.994695,0.387669,0.486417,0.297993
1244086768.636000,9.181101,1.926918,1.879909,0.393089,4.059395,2.994824,0.387834,0.486380,0.297845
1244086768.656000,9.179615,1.926549,1.879470,0.393466,4.059699,2.994962,0.388034,0.486305,0.297798
1244086768.676000,9.178123,1.926185,1.879027,0.393867,4.060024,2.995098,0.388206,0.486230,0.297728
1244086768.696000,9.176624,1.925825,1.878578,0.394368,4.060349,2.995245,0.388383,0.486185,0.297713
1244086768.716000,9.175118,1.925472,1.878126,0.394802,4.060675,2.995383,0.388586,0.486155,0.297760
1244086768.736000,9.173606,1.925124,1.877670,0.395138,4.060978,2.995509,0.388721,0.486096,0.297622
1244086768.756000,9.172087,1.924783,1.877211,0.395488,4.061266,2.995641,0.388911,0.486037,0.297552
1244086768.776000,9.170560,1.924448,1.876749,0.395890,4.061546,2.995779,0.389093,0.485980,0.297490
1244086768.796000,9.169028,1.924118,1.876284,0.396220,4.061791,2.995917,0.389298,0.485925,0.297453
1244086768.816000,9.167488,1.923794,1.875816,0.396535,4.062035,2.996044,0.389485,0.485862,0.297346
1244086768.836000,9.165941,1.923476,1.875348,0.396802,4.062246,2.996172,0.389712,0.485814,0.297332
1244086768.856000,9.164387,1.923165,1.874876,0.397019,4.062533,2.996306,0.389846,0.485722,0.297168
1244086768.876000,9.162826,1.922860,1.874405,0.397254,4.062749,2.996437,0.390098,0.485717,0.297120
1244086768.896000,9.161258,1.922562,1.873932,0.397480,4.063022,2.996565,0.390284,0.485611,0.296952
1244086768.916000,9.159684,1.922268,1.873456,0.397612,4.063261,2.996684,0.390490,0.485528,0.296825
1244086768.936000,9.158102,1.921981,1.872981,0.397815,4.063506,2.996813,0.390685,0.485417,0.296667
1244086768.956000,9.156514,1.921700,1.872505,0.398055,4.063731,2.996946,0.390855,0.485386,0.296535
1244086768.976000,9.154918,1.921426,1.872029,0.398346,4.063941,2.997090,0.391065,0.485339,0.296422
1244086768.996000,9.153315,1.921159,1.871553,0.398587,4.064138,2.997226,0.391223,0.485352,0.296257
1244086769.016000,9.151706,1.920896,1.871073,0.398764,4.064375,2.997353,0.391445,0.485280,0.296097
1244086769.036000,9.150090,1.920640,1.870594,0.398962,4.064587,2.997477,0.391677,0.485218,0.295968
1244086769.056000,9.148467,1.920390,1.870113,0.399228,4.064862,2.997610,0.391846,0.485145,0.295803
1244086769.076000,9.146836,1.920146,1.869633,0.399461,4.065086,2.997727,0.392109,0.485088,0.295659
1244086769.096000,9.145199,1.919908,1.869153,0.399783,4.065321,2.997836,0.392344,0.485008,0.295515
1244086769.116000,9.143555,1.919673,1.868670,0.400139,4.065584,2.997957,0.392556,0.484899,0.295363
1244086769.136000,9.141905,1.919445,1.868186,0.400483,4.065839,2.998088,0.392794,0.484823,0.295245
1244086769.156000,9.140248,1.919223,1.867701,0.400800,4.066118,2.998221,0.393028,0.484732,0.295135
1244086769.176000,9.138584,1.919007,1.867214,0.401025,4.066392,2.998349,0.393256,0.484704,0.295004
1244086769.196000,9.136914,1.918796,1.866722,0.401214,4.066692,2.998478,0.393455,0.484655,0.294908
1244086769.216000,9.135237,1.918590,1.866229,0.401431,4.066956,2.998609,0.393653,0.484561,0.294786
1244086769.236000,9.133553,1.918391,1.865732,0.401707,4.067238,2.998749,0.393896,0.484493,0.294709
1244086769.256000,9.131863,1.918198,1.865233,0.401980,4.067506,2.998890,0.394110,0.484456,0.294634
1244086769.276000,9.130166,1.918012,1.864732,0.402179,4.067769,2.999023,0.394289,0.484386,0.294527
1244086769.296000,9.128463,1.917829,1.864227,0.402380,4.068003,2.999157,0.394481,0.484289,0.294457
1244086769.316000,9.126754,1.917652,1.863719,0.402598,4.068270,2.999302,0.394675,0.484180,0.294364
1244086769.336000,9.125037,1.917483,1.863209,0.402827,4.068500,2.999443,0.394867,0.484132,0.294297
1244086769.356000,9.123314,1.917319,1.862698,0.403101,4.068721,2.999587,0.395138,0.484063,0.294237
1244086769.376000,9.121584,1.917162,1.862185,0.403347,4.068945,2.999737,0.395318,0.483961,0.294149
1244086769.396000,9.119847,1.917011,1.861671,0.403557,4.069188,2.999884,0.395542,0.483878,0.294041
1244086769.416000,9.118104,1.916864,1.861156,0.403829,4.069405,3.000036,0.395767,0.483819,0.293983
1244086769.436000,9.116355,1.916724,1.860639,0.404081,4.069670,3.000194,0.395931,0.483757,0.293833
1244086769.456000,9.114599,1.916592,1.860121,0.404361,4.069939,3.000356,0.396143,0.483718,0.293713
1244086769.476000,9.112837,1.916466,1.859601,0.404622,4.070208,3.000518,0.396362,0.483656,0.293608
1244086769.496000,9.111068,1.916349,1.859080,0.404767,4.070485,3.000667,0.396529,0.483577,0.293472
1244086769.516000,9.109294,1.916237,1.858557,0.404955,4.070748,3.000828,0.396708,0.483518,0.293356
1244086769.536000,9.107513,1.916132,1.858032,0.405164,4.071051,3.000990,0.396852,0.483516,0.293204
1244086769.556000,9.105727,1.916035,1.857506,0.405425,4.071323,3.001151,0.397069,0.483512,0.293092
1244086769.576000,9.103934,1.915947,1.856979,0.405697,4.071602,3.001313,0.397238,0.483501,0.292994
1244086769.596000,9.102135,1.915863,1.856449,0.405908,4.071850,3.001473,0.397384,0.483485,0.292835
1244086769.616000,9.100331,1.915787,1.855918,0.406142,4.072098,3.001643,0.397548,0.483477,0.292708
1244086769.636000,9.098520,1.915720,1.855387,0.406366,4.072325,3.001817,0.397735,0.483491,0.292572
1244086769.656000,9.096702,1.915661,1.854856,0.406645,4.072600,3.001990,0.397894,0.483443,0.292419
1244086769.676000,9.094879,1.915610,1.854325,0.407010,4.072868,3.002170,0.398114,0.483432,0.292365
1244086769.696000,9.093049,1.915567,1.853793,0.407347,4.073142,3.002351,0.398304,0.483446,0.292247
1244086769.716000,9.091213,1.915529,1.853261,0.407664,4.073360,3.002535,0.398498,0.483453,0.292134
1244086769.736000,9.089371,1.915500,1.852731,0.407975,4.073549,3.002724,0.398714,0.483481,0.292023
1244086769.756000,9.087523,1.915479,1.852202,0.408239,4.073785,3.002902,0.398901,0.483506,0.291868
1244086769.776000,9.085668,1.915468,1.851672,0.408578,4.074066,3.003094,0.399138,0.483483,0.291725
1244086769.796000,9.083807,1.915465,1.851142,0.408863,4.074343,3.003286,0.399325,0.483510,0.291576
1244086769.816000,9.081940,1.915467,1.850611,0.409163,4.074595,3.003486,0.399488,0.483522,0.291450
1244086769.836000,9.080068,1.915478,1.850080,0.409399,4.074842,3.003680,0.399673,0.483517,0.291300
1244086769.856000,9.078189,1.915499,1.849549,0.409626,4.075067,3.003870,0.399880,0.483515,0.291182
1244086769.876000,9.076304,1.915528,1.849017,0.409922,4.075313,3.004074,0.400067,0.483490,0.291089
1244086769.896000,9.074413,1.915566,1.848485,0.410172,4.075527,3.004270,0.400286,0.483530,0.291027
1244086769.916000,9.072516,1.915608,1.847948,0.410388,4.075748,3.004464,0.400503,0.483566,0.290938
1244086769.936000,9.070613,1.915660,1.847412,0.410593,4.075944,3.004662,0.400737,0.483535,0.290881
1244086769.956000,9.068703,1.915721,1.846876,0.410738,4.076147,3.004856,0.400995,0.483596,0.290820
1244086769.976000,9.066786,1.915793,1.846338,0.410934,4.076377,3.005058,0.401225,0.483582,0.290705
1244086769.996000,9.064863,1.915873,1.845801,0.411188,4.076616,3.005260,0.401467,0.483625,0.290589
1244086770.016000,9.062933,1.915965,1.845263,0.411464,4.076870,3.005467,0.401723,0.483710,0.290484
1244086770.036000,9.060998,1.916061,1.844723,0.411702,4.077113,3.005662,0.401907,0.483762,0.290355
1244086770.056000,9.059057,1.916169,1.844180,0.411895,4.077363,3.005860,0.402127,0.483800,0.290271
