time,sigma_x,sigma_y,sigma_z,sigma_roll,sigma_pitch,sigma_yaw,sigma_vx,sigma_vy,sigma_vz
1244087308.894000,7.629291,1.857481,2.007583,0.516577,4.073208,3.104566,0.404345,0.411167,0.285290
1244087308.914000,7.626955,1.857358,2.007940,0.516525,4.073327,3.104691,0.404297,0.411110,0.285230
1244087308.934000,7.624623,1.857237,2.008299,0.516516,4.073427,3.104814,0.404255,0.411064,0.285162
1244087308.954000,7.622295,1.857117,2.008660,0.516493,4.073599,3.104937,0.404241,0.411001,0.285085
1244087340.636000,7.620545,1.857273,2.008638,0.516512,4.073583,3.104886,0.404201,0.410898,0.284992
1244087340.656000,7.618800,1.857431,2.008616,0.516534,4.073581,3.104840,0.404154,0.410796,0.284901
1244087340.676000,7.617060,1.857591,2.008593,0.516544,4.073553,3.104792,0.404123,0.410688,0.284810
1244087340.696000,7.615325,1.857754,2.008571,0.516540,4.073545,3.104741,0.404085,0.410585,0.284722
1244087340.716000,7.613594,1.857919,2.008548,0.516516,4.073526,3.104688,0.404042,0.410491,0.284629
1244087340.736000,7.611867,1.858086,2.008523,0.516487,4.073535,3.104637,0.404006,0.410390,0.284539
1244087340.756000,7.610145,1.858254,2.008499,0.516492,4.073524,3.104591,0.403967,0.410296,0.284447
1244087340.776000,7.608428,1.858425,2.008477,0.516513,4.073541,3.104545,0.403944,0.410192,0.284364
1244087340.796000,7.606715,1.858598,2.008455,0.516530,4.073549,3.104499,0.403914,0.410095,0.284278
1244087340.816000,7.605007,1.858774,2.008434,0.516506,4.073573,3.104448,0.403881,0.410002,0.284194
1244087340.836000,7.603304,1.858953,2.008414,0.516488,4.073597,3.104397,0.403845,0.409904,0.284108
1244087340.856000,7.601604,1.859133,2.008393,0.516479,4.073642,3.104348,0.403824,0.409811,0.284025
1244087340.876000,7.599910,1.859316,2.008373,0.516469,4.073668,3.104296,0.403797,0.409710,0.283934
1244087340.896000,7.598220,1.859502,2.008353,0.516461,4.073695,3.104240,0.403770,0.409620,0.283842
1244087340.916000,7.596534,1.859690,2.008333,0.516454,4.073709,3.104183,0.403746,0.409545,0.283753
1244087340.936000,7.594854,1.859880,2.008314,0.516466,4.073740,3.104129,0.403720,0.409457,0.283664
1244087340.956000,7.593177,1.860073,2.008293,0.516477,4.073764,3.104076,0.403707,0.409381,0.283572
1244087340.976000,7.591506,1.860269,2.008272,0.516464,4.073771,3.104016,0.403697,0.409294,0.283482
1244087340.996000,7.589839,1.860468,2.008249,0.516458,4.073786,3.103956,0.403657,0.409210,0.283389
1244087341.016000,7.588176,1.860669,2.008226,0.516423,4.073801,3.103896,0.403635,0.409120,0.283300
1244087341.036000,7.586519,1.860873,2.008201,0.516417,4.073812,3.103854,0.403624,0.409035,0.283210
1244087341.056000,7.584866,1.861081,2.008176,0.516422,4.073830,3.103807,0.403615,0.408952,0.283119
1244087341.076000,7.583218,1.861291,2.008153,0.516465,4.073868,3.103766,0.403614,0.408858,0.283035
1244087341.096000,7.581575,1.861504,2.008130,0.516470,4.073891,3.103723,0.403625,0.408771,0.282947
1244087341.116000,7.579936,1.861721,2.008107,0.516483,4.073936,3.103680,0.403591,0.408697,0.282864
1244087341.136000,7.578303,1.861941,2.008081,0.516462,4.073945,3.103636,0.403616,0.408627,0.282779
1244087341.156000,7.576674,1.862165,2.008056,0.516440,4.073991,3.103587,0.403603,0.408547,0.282690
1244087341.176000,7.575050,1.862392,2.008029,0.516422,4.074000,3.103536,0.403612,0.408474,0.282599
1244087341.196000,7.573432,1.862623,2.008002,0.516399,4.074012,3.103483,0.403610,0.408399,0.282511
1244087341.216000,7.571818,1.862858,2.007975,0.516401,4.074041,3.103431,0.403625,0.408325,0.282421
1244087341.236000,7.570210,1.863095,2.007948,0.516439,4.074061,3.103382,0.403647,0.408272,0.282330
1244087341.256000,7.568607,1.863336,2.007921,0.516454,4.074079,3.103327,0.403669,0.408215,0.282245
1244087381.495000,7.567799,1.863879,2.007717,0.516661,4.074276,3.103306,0.403674,0.408083,0.282197
1244087381.515000,7.566994,1.864428,2.007515,0.516925,4.074439,3.103274,0.403724,0.407952,0.282167
1244087381.535000,7.566192,1.864980,2.007316,0.517240,4.074619,3.103253,0.403765,0.407820,0.282102
1244087381.555000,7.565394,1.865538,2.007121,0.517574,4.074806,3.103240,0.403778,0.407689,0.282030
1244087381.575000,7.564600,1.866101,2.006925,0.517860,4.074943,3.103208,0.403830,0.407559,0.281951
1244087381.595000,7.563809,1.866668,2.006732,0.518189,4.075154,3.103171,0.403879,0.407429,0.281924
1244087381.615000,7.563021,1.867239,2.006541,0.518566,4.075329,3.103139,0.403867,0.407299,0.281852
1244087381.635000,7.562238,1.867817,2.006348,0.518841,4.075442,3.103100,0.403935,0.407168,0.281766
1244087381.655000,7.561457,1.868401,2.006157,0.519212,4.075609,3.103047,0.403920,0.407038,0.281711
1244087381.675000,7.560681,1.868992,2.005967,0.519563,4.075721,3.102985,0.403950,0.406907,0.281621
1244087381.695000,7.559907,1.869586,2.005779,0.519969,4.075873,3.102929,0.403984,0.406777,0.281545
1244087381.715000,7.559136,1.870187,2.005592,0.520337,4.076011,3.102864,0.404004,0.406647,0.281481
1244087381.735000,7.558369,1.870796,2.005406,0.520657,4.076143,3.102780,0.404026,0.406517,0.281406
1244087381.755000,7.557604,1.871412,2.005224,0.521012,4.076308,3.102699,0.404032,0.406389,0.281355
1244087381.775000,7.556842,1.872034,2.005041,0.521319,4.076467,3.102613,0.404031,0.406261,0.281282
1244087381.795000,7.556084,1.872665,2.004859,0.521577,4.076590,3.102517,0.404038,0.406138,0.281199
1244087381.815000,7.555329,1.873304,2.004678,0.521873,4.076738,3.102420,0.404033,0.406009,0.281145
1244087381.835000,7.554576,1.873950,2.004499,0.522168,4.076898,3.102322,0.404026,0.405883,0.281083
1244087381.855000,7.553827,1.874604,2.004323,0.522428,4.077035,3.102219,0.404020,0.405760,0.281019
1244087381.875000,7.553080,1.875266,2.004148,0.522666,4.077209,3.102110,0.404002,0.405636,0.280992
1244087381.895000,7.552335,1.875936,2.003975,0.522949,4.077380,3.101997,0.403977,0.405510,0.280949
1244087381.915000,7.551593,1.876613,2.003804,0.523268,4.077531,3.101886,0.403964,0.405384,0.280905
1244087381.935000,7.550853,1.877299,2.003637,0.523610,4.077703,3.101770,0.403942,0.405260,0.280853
1244087381.955000,7.550115,1.877994,2.003472,0.523941,4.077879,3.101647,0.403895,0.405140,0.280776
1244087381.975000,7.549380,1.878696,2.003309,0.524273,4.078047,3.101524,0.403874,0.405020,0.280699
1244087381.995000,7.548647,1.879407,2.003149,0.524599,4.078227,3.101403,0.403867,0.404900,0.280627
1244087382.015000,7.547916,1.880127,2.002989,0.524916,4.078379,3.101277,0.403824,0.404774,0.280542
1244087382.035000,7.547187,1.880856,2.002832,0.525240,4.078516,3.101146,0.403777,0.404652,0.280526
1244087382.055000,7.546460,1.881594,2.002676,0.525598,4.078657,3.101018,0.403739,0.404530,0.280469
1244087382.075000,7.545736,1.882339,2.002521,0.525917,4.078784,3.100894,0.403684,0.404412,0.280409
1244087382.095000,7.545014,1.883093,2.002367,0.526220,4.078905,3.100766,0.403652,0.404296,0.280358
1244087382.115000,7.544295,1.883856,2.002214,0.526525,4.079007,3.100640,0.403631,0.404178,0.280280
1244087382.135000,7.543577,1.884628,2.002063,0.526783,4.079130,3.100512,0.403585,0.404060,0.280253
1244087382.155000,7.542863,1.885408,2.001913,0.527103,4.079235,3.100389,0.403553,0.403946,0.280185
1244087382.175000,7.542151,1.886197,2.001765,0.527411,4.079350,3.100261,0.403514,0.403833,0.280146
1244087382.195000,7.541441,1.886994,2.001619,0.527723,4.079472,3.100138,0.403490,0.403725,0.280093
1244087382.215000,7.540733,1.887800,2.001476,0.528051,4.079606,3.100014,0.403472,0.403609,0.280088
1244087382.235000,7.540028,1.888614,2.001336,0.528374,4.079734,3.099890,0.403419,0.403493,0.280077
1244087382.255000,7.539326,1.889437,2.001199,0.528715,4.079882,3.099766,0.403375,0.403377,0.280035
1244087382.275000,7.538625,1.890268,2.001062,0.529048,4.079994,3.099644,0.403376,0.403260,0.279972
1244087382.295000,7.537927,1.891108,2.000929,0.529409,4.080146,3.099521,0.403340,0.403145,0.279951
1244087382.315000,7.537232,1.891957,2.000796,0.529762,4.080246,3.099399,0.403324,0.403034,0.279885
1244087382.337000,7.536540,1.892817,2.000665,0.530149,4.080350,3.099274,0.403311,0.402918,0.279812
1244087382.365000,7.535851,1.893689,2.000536,0.530569,4.080440,3.099151,0.403303,0.402796,0.279792
1244087382.385000,7.535165,1.894570,2.000408,0.530971,4.080552,3.099029,0.403297,0.402684,0.279750
1244087382.405000,7.534481,1.895459,2.000283,0.531417,4.080658,3.098913,0.403252,0.402581,0.279697
1244087382.425000,7.533800,1.896359,2.000159,0.531777,4.080775,3.098791,0.403238,0.402469,0.279662
1244087382.447000,7.533122,1.897268,2.000038,0.532160,4.080885,3.098674,0.403232,0.402355,0.279599
1244087382.475000,7.532447,1.898190,1.999919,0.532574,4.081019,3.098560,0.403223,0.402240,0.279579
1244087382.495000,7.531774,1.899121,1.999802,0.532977,4.081146,3.098446,0.403197,0.402133,0.279550
1244087382.515000,7.531105,1.900061,1.999687,0.533392,4.081253,3.098334,0.403212,0.402019,0.279479
1244087382.535000,7.530438,1.901010,1.999575,0.533844,4.081370,3.098222,0.403200,0.401906,0.279426
1244087382.555000,7.529773,1.901967,1.999467,0.534304,4.081525,3.098115,0.403184,0.401799,0.279412
1244087382.575000,7.529112,1.902933,1.999359,0.534720,4.081638,3.098010,0.403190,0.401700,0.279330
1244087382.595000,7.528452,1.903909,1.999254,0.535091,4.081786,3.097898,0.403182,0.401587,0.279273
1244087382.615000,7.527796,1.904894,1.999149,0.535461,4.081911,3.097794,0.403171,0.401486,0.279211
1244087382.635000,7.527142,1.905888,1.999046,0.535825,4.082021,3.097692,0.403168,0.401381,0.279143
1244087382.655000,7.526491,1.906890,1.998946,0.536255,4.082157,3.097598,0.403155,0.401273,0.279087
1244087382.675000,7.525844,1.907901,1.998845,0.536639,4.082262,3.097502,0.403160,0.401177,0.279017
1244087382.695000,7.525199,1.908920,1.998745,0.537023,4.082372,3.097409,0.403160,0.401080,0.278952
1244087382.715000,7.524558,1.909948,1.998648,0.537435,4.082486,3.097324,0.403168,0.400980,0.278905
1244087382.735000,7.523920,1.910984,1.998550,0.537761,4.082597,3.097242,0.403173,0.400883,0.278849
1244087382.755000,7.523287,1.912029,1.998454,0.538127,4.082703,3.097166,0.403191,0.400794,0.278774
1244087382.775000,7.522656,1.913080,1.998359,0.538482,4.082824,3.097094,0.403199,0.400704,0.278706
1244087382.795000,7.522030,1.914139,1.998264,0.538861,4.082947,3.097031,0.403244,0.400609,0.278640
1244087382.815000,7.521407,1.915205,1.998172,0.539283,4.083049,3.096975,0.403248,0.400520,0.278555
1244087382.835000,7.520789,1.916279,1.998081,0.539692,4.083173,3.096917,0.403264,0.400421,0.278530
1244087382.855000,7.520175,1.917359,1.997991,0.540157,4.083279,3.096870,0.403317,0.400335,0.278457
1244087382.875000,7.519565,1.918445,1.997902,0.540597,4.083392,3.096830,0.403351,0.400239,0.278425
1244087382.895000,7.518959,1.919540,1.997813,0.540951,4.083498,3.096785,0.403404,0.400148,0.278350
1244087382.915000,7.518358,1.920642,1.997723,0.541342,4.083559,3.096743,0.403477,0.400053,0.278265
1244087382.935000,7.517761,1.921752,1.997635,0.541706,4.083642,3.096709,0.403524,0.399958,0.278190
1244087382.955000,7.517169,1.922869,1.997545,0.542085,4.083702,3.096679,0.403564,0.399879,0.278106
1244087382.975000,7.516581,1.923992,1.997455,0.542496,4.083761,3.096654,0.403647,0.399778,0.278035
1244087382.995000,7.515997,1.925122,1.997367,0.542879,4.083843,3.096634,0.403655,0.399682,0.278008
1244087383.015000,7.515418,1.926259,1.997280,0.543264,4.083944,3.096619,0.403723,0.399582,0.277973
1244087383.035000,7.514843,1.927403,1.997194,0.543654,4.084035,3.096610,0.403781,0.399483,0.277920
1244087383.055000,7.514273,1.928557,1.997110,0.543966,4.084146,3.096597,0.403884,0.399385,0.277857
1244087383.075000,7.513707,1.929716,1.997030,0.544353,4.084275,3.096600,0.403948,0.399293,0.277792
1244087383.095000,7.513145,1.930881,1.996948,0.544669,4.084406,3.096594,0.404048,0.399189,0.277719
1244087383.115000,7.512588,1.932053,1.996870,0.545057,4.084547,3.096591,0.404140,0.399090,0.277655
1244087383.135000,7.512035,1.933232,1.996794,0.545460,4.084689,3.096592,0.404257,0.398997,0.277575
1244087383.155000,7.511488,1.934419,1.996718,0.545874,4.084813,3.096593,0.404418,0.398903,0.277490
1244087383.175000,7.510945,1.935609,1.996642,0.546299,4.084924,3.096599,0.404568,0.398800,0.277408
1244087383.195000,7.510407,1.936808,1.996566,0.546667,4.085035,3.096602,0.404691,0.398709,0.277323
1244087383.215000,7.509875,1.938013,1.996489,0.547056,4.085124,3.096610,0.404831,0.398609,0.277244
1244087383.235000,7.509347,1.939227,1.996412,0.547454,4.085214,3.096620,0.404970,0.398500,0.277164
1244087383.255000,7.508826,1.940447,1.996335,0.547848,4.085298,3.096633,0.405134,0.398398,0.277083
1244087383.275000,7.508310,1.941675,1.996256,0.548218,4.085358,3.096645,0.405273,0.398305,0.277000
1244087383.295000,7.507799,1.942907,1.996176,0.548591,4.085431,3.096657,0.405440,0.398208,0.276922
1244087383.317000,7.507295,1.944148,1.996095,0.548938,4.085507,3.096668,0.405643,0.398106,0.276845
1244087383.337000,7.506796,1.945396,1.996014,0.549356,4.085588,3.096688,0.405811,0.398010,0.276763
1244087383.357000,7.506303,1.946652,1.995935,0.549730,4.085695,3.096705,0.405993,0.397912,0.276690
1244087383.385000,7.505817,1.947921,1.995857,0.550097,4.085806,3.096724,0.406172,0.397821,0.276638
1244087383.405000,7.505337,1.949193,1.995777,0.550435,4.085917,3.096740,0.406404,0.397718,0.276561
1244087383.425000,7.504863,1.950473,1.995699,0.550856,4.086041,3.096765,0.406619,0.397631,0.276496
1244087383.447000,7.504397,1.951761,1.995622,0.551297,4.086159,3.096793,0.406879,0.397534,0.276436
1244087383.477000,7.503939,1.953064,1.995547,0.551695,4.086279,3.096818,0.407154,0.397437,0.276355
1244087383.505000,7.503489,1.954374,1.995469,0.552070,4.086377,3.096848,0.407437,0.397345,0.276274
1244087383.525000,7.503045,1.955691,1.995392,0.552486,4.086486,3.096880,0.407694,0.397244,0.276191
1244087383.547000,7.502609,1.957018,1.995316,0.552932,4.086592,3.096919,0.407978,0.397153,0.276108
1244087383.575000,7.502182,1.958357,1.995239,0.553334,4.086694,3.096954,0.408285,0.397066,0.276027
1244087383.595000,7.501762,1.959698,1.995160,0.553755,4.086794,3.096993,0.408582,0.396980,0.275954
1244087383.615000,7.501348,1.961047,1.995081,0.554181,4.086887,3.097039,0.408890,0.396897,0.275881
1244087383.635000,7.500942,1.962404,1.995003,0.554595,4.086997,3.097083,0.409208,0.396808,0.275823
1244087383.655000,7.500544,1.963769,1.994926,0.555025,4.087106,3.097127,0.409529,0.396720,0.275747
1244087383.675000,7.500152,1.965142,1.994849,0.555431,4.087230,3.097170,0.409817,0.396627,0.275688
1244087383.695000,7.499765,1.966517,1.994772,0.555831,4.087339,3.097219,0.410150,0.396532,0.275608
1244087383.715000,7.499386,1.967901,1.994695,0.556229,4.087467,3.097266,0.410411,0.396434,0.275556
1244087383.735000,7.499013,1.969293,1.994619,0.556624,4.087576,3.097310,0.410738,0.396347,0.275477
1244087383.755000,7.498648,1.970693,1.994545,0.557057,4.087717,3.097357,0.411031,0.396254,0.275409
1244087383.775000,7.498288,1.972095,1.994467,0.557447,4.087819,3.097400,0.411364,0.396163,0.275326
1244087383.795000,7.497936,1.973505,1.994390,0.557855,4.087931,3.097444,0.411669,0.396067,0.275258
1244087383.815000,7.497590,1.974925,1.994312,0.558269,4.088043,3.097490,0.411988,0.395967,0.275180
1244087383.837000,7.497251,1.976353,1.994236,0.558713,4.088151,3.097541,0.412313,0.395867,0.275098
1244087383.865000,7.496923,1.977794,1.994162,0.559185,4.088301,3.097595,0.412661,0.395766,0.275025
1244087383.885000,7.496601,1.979242,1.994092,0.559676,4.088488,3.097660,0.412956,0.395661,0.274958
1244087383.905000,7.496284,1.980693,1.994020,0.560004,4.088622,3.097716,0.413346,0.395562,0.274876
1244087383.925000,7.495974,1.982152,1.993948,0.560360,4.088761,3.097778,0.413676,0.395455,0.274796
1244087383.947000,7.495673,1.983619,1.993878,0.560778,4.088916,3.097847,0.414057,0.395375,0.274717
1244087383.975000,7.495381,1.985098,1.993809,0.561207,4.089057,3.097924,0.414449,0.395277,0.274642
1244087383.997000,7.495096,1.986575,1.993733,0.561652,4.089093,3.098000,0.414888,0.395174,0.274668
1244087384.017000,7.494819,1.988060,1.993652,0.561954,4.089173,3.098073,0.415348,0.395058,0.274590
1244087384.037000,7.494549,1.989553,1.993570,0.562317,4.089259,3.098143,0.415680,0.394967,0.274551
1244087384.065000,7.494291,1.991058,1.993487,0.562660,4.089408,3.098217,0.416041,0.394883,0.274469
1244087384.087000,7.494042,1.992572,1.993399,0.562989,4.089444,3.098297,0.416465,0.394792,0.274391
1244087384.117000,7.493803,1.994092,1.993308,0.563291,4.089505,3.098359,0.416867,0.394689,0.274310
1244087384.137000,7.493572,1.995618,1.993218,0.563631,4.089613,3.098434,0.417294,0.394579,0.274259
1244087384.157000,7.493350,1.997153,1.993126,0.563910,4.089701,3.098507,0.417751,0.394487,0.274201
1244087384.185000,7.493139,1.998703,1.993036,0.564210,4.089827,3.098572,0.418201,0.394385,0.274158
1244087384.205000,7.492933,2.000250,1.992946,0.564539,4.089952,3.098642,0.418587,0.394282,0.274149
1244087384.225000,7.492736,2.001805,1.992859,0.564882,4.090128,3.098715,0.419049,0.394184,0.274082
1244087384.247000,7.492547,2.003371,1.992773,0.565170,4.090291,3.098780,0.419516,0.394096,0.274008
1244087384.267000,7.492366,2.004945,1.992690,0.565489,4.090475,3.098853,0.420004,0.393998,0.273929
1244087384.287000,7.492193,2.006528,1.992608,0.565826,4.090648,3.098924,0.420507,0.393898,0.273848
1244087384.307000,7.492026,2.008108,1.992523,0.566135,4.090805,3.098992,0.420990,0.393805,0.273777
1244087384.327000,7.491867,2.009698,1.992439,0.566445,4.090981,3.099060,0.421425,0.393712,0.273700
1244087384.347000,7.491716,2.011297,1.992354,0.566724,4.091143,3.099125,0.421935,0.393612,0.273630
1244087384.367000,7.491573,2.012905,1.992269,0.567023,4.091306,3.099198,0.422391,0.393512,0.273554
1244087384.395000,7.491441,2.014527,1.992183,0.567298,4.091483,3.099271,0.422869,0.393410,0.273490
1244087384.415000,7.491315,2.016145,1.992095,0.567579,4.091650,3.099344,0.423274,0.393318,0.273437
1244087384.437000,7.491198,2.017774,1.992006,0.567854,4.091821,3.099417,0.423745,0.393212,0.273380
1244087384.457000,7.491088,2.019410,1.991917,0.568131,4.091998,3.099503,0.424209,0.393105,0.273336
1244087384.487000,7.490990,2.021065,1.991824,0.568307,4.092155,3.099573,0.424703,0.393000,0.273298
1244087384.507000,7.490897,2.022715,1.991728,0.568528,4.092310,3.099644,0.425196,0.392899,0.273251
1244087384.535000,7.490816,2.024380,1.991630,0.568786,4.092469,3.099720,0.425680,0.392795,0.273202
1244087384.557000,7.490744,2.026057,1.991531,0.569058,4.092615,3.099786,0.426233,0.392684,0.273159
1244087384.577000,7.490680,2.027742,1.991427,0.569306,4.092706,3.099850,0.426668,0.392582,0.273153
1244087384.597000,7.490622,2.029425,1.991317,0.569498,4.092798,3.099912,0.427270,0.392467,0.273073
1244087384.625000,7.490576,2.031122,1.991205,0.569740,4.092918,3.099972,0.427789,0.392355,0.272993
1244087384.647000,7.490539,2.032830,1.991093,0.570025,4.093015,3.100038,0.428263,0.392246,0.272913
1244087384.667000,7.490509,2.034547,1.990981,0.570303,4.093142,3.100106,0.428732,0.392134,0.272834
1244087384.687000,7.490487,2.036275,1.990867,0.570554,4.093244,3.100166,0.429230,0.392022,0.272754
1244087384.717000,7.490476,2.038005,1.990752,0.570818,4.093370,3.100228,0.429753,0.391909,0.272675
1244087384.747000,7.490476,2.039750,1.990639,0.571107,4.093512,3.100294,0.430238,0.391797,0.272595
1244087384.767000,7.490484,2.041506,1.990526,0.571381,4.093633,3.100360,0.430718,0.391683,0.272515
1244087384.787000,7.490500,2.043272,1.990412,0.571626,4.093762,3.100427,0.431212,0.391572,0.272436
1244087384.817000,7.490525,2.045040,1.990295,0.571812,4.093907,3.100490,0.431700,0.391464,0.272360
1244087384.837000,7.490559,2.046818,1.990179,0.572016,4.094058,3.100557,0.432167,0.391355,0.272282
1244087384.865000,7.490603,2.048612,1.990061,0.572198,4.094196,3.100622,0.432703,0.391245,0.272222
1244087384.887000,7.490656,2.050418,1.989942,0.572398,4.094328,3.100688,0.433164,0.391137,0.272169
1244087384.917000,7.490719,2.052225,1.989818,0.572537,4.094459,3.100754,0.433631,0.391027,0.272100
1244087384.937000,7.490790,2.054042,1.989693,0.572767,4.094574,3.100828,0.434091,0.390924,0.272037
1244087384.957000,7.490869,2.055867,1.989565,0.573009,4.094670,3.100903,0.434578,0.390815,0.271986
1244087384.987000,7.490961,2.057709,1.989436,0.573249,4.094767,3.100973,0.435097,0.390708,0.271944
1244087385.017000,7.491063,2.059549,1.989300,0.573457,4.094835,3.101048,0.435540,0.390601,0.271944
1244087385.037000,7.491174,2.061400,1.989163,0.573689,4.094925,3.101131,0.436063,0.390488,0.271865
1244087385.067000,7.491297,2.063267,1.989025,0.573945,4.095012,3.101207,0.436549,0.390379,0.271840
1244087385.095000,7.491430,2.065133,1.988882,0.574188,4.095078,3.101285,0.437059,0.390268,0.271780
1244087385.117000,7.491571,2.067011,1.988739,0.574457,4.095192,3.101363,0.437500,0.390160,0.271701
1244087385.137000,7.491720,2.068901,1.988593,0.574687,4.095264,3.101436,0.438057,0.390050,0.271650
1244087385.167000,7.491881,2.070809,1.988447,0.574945,4.095367,3.101507,0.438622,0.389939,0.271629
1244087385.187000,7.492050,2.072729,1.988299,0.575162,4.095476,3.101570,0.439118,0.389830,0.271556
1244087385.207000,7.492224,2.074642,1.988148,0.575370,4.095584,3.101637,0.439663,0.389718,0.271501
1244087385.237000,7.492409,2.076576,1.987996,0.575537,4.095702,3.101696,0.440153,0.389609,0.271425
1244087385.267000,7.492606,2.078530,1.987843,0.575760,4.095838,3.101757,0.440626,0.389501,0.271358
1244087385.287000,7.492810,2.080496,1.987688,0.575965,4.095961,3.101818,0.441165,0.389390,0.271328
1244087385.315000,7.493023,2.082461,1.987530,0.576165,4.096071,3.101881,0.441686,0.389282,0.271280
1244087385.337000,7.493245,2.084439,1.987370,0.576362,4.096185,3.101941,0.442176,0.389172,0.271223
1244087385.357000,7.493473,2.086431,1.987207,0.576520,4.096287,3.102000,0.442674,0.389064,0.271164
1244087385.377000,7.493709,2.088435,1.987044,0.576650,4.096415,3.102052,0.443147,0.388956,0.271105
1244087385.407000,7.493955,2.090441,1.986875,0.576826,4.096513,3.102108,0.443601,0.388850,0.271050
1244087385.427000,7.494207,2.092459,1.986706,0.576997,4.096620,3.102161,0.444060,0.388740,0.270994
1244087385.447000,7.494467,2.094490,1.986536,0.577155,4.096739,3.102210,0.444526,0.388636,0.270974
1244087385.467000,7.494733,2.096533,1.986365,0.577317,4.096857,3.102255,0.444950,0.388531,0.270911
1244087385.487000,7.495006,2.098588,1.986193,0.577463,4.096998,3.102302,0.445430,0.388422,0.270873
1244087385.507000,7.495285,2.100637,1.986019,0.577622,4.097141,3.102351,0.445875,0.388315,0.270810
1244087385.535000,7.495573,2.102705,1.985843,0.577765,4.097285,3.102393,0.446328,0.388206,0.270748
1244087385.557000,7.495869,2.104786,1.985666,0.577933,4.097425,3.102441,0.446719,0.388098,0.270692
1244087385.587000,7.496175,2.106886,1.985489,0.578135,4.097572,3.102488,0.447116,0.387991,0.270632
1244087385.607000,7.496487,2.108980,1.985306,0.578315,4.097686,3.102534,0.447571,0.387883,0.270651
1244087385.627000,7.496805,2.111087,1.985122,0.578470,4.097800,3.102573,0.448040,0.387774,0.270637
1244087385.647000,7.497130,2.113206,1.984937,0.578659,4.097914,3.102613,0.448450,0.387663,0.270591
1244087385.667000,7.497462,2.115338,1.984749,0.578830,4.098016,3.102649,0.448846,0.387555,0.270575
1244087385.687000,7.497800,2.117483,1.984560,0.578999,4.098134,3.102687,0.449259,0.387446,0.270550
1244087385.715000,7.498146,2.119628,1.984368,0.579201,4.098264,3.102728,0.449662,0.387335,0.270503
1244087385.737000,7.498499,2.121788,1.984174,0.579382,4.098392,3.102766,0.450101,0.387224,0.270452
1244087385.765000,7.498860,2.123967,1.983979,0.579563,4.098522,3.102803,0.450532,0.387117,0.270423
1244087385.787000,7.499229,2.126161,1.983782,0.579730,4.098642,3.102842,0.450956,0.387008,0.270389
1244087385.817000,7.499607,2.128359,1.983581,0.579884,4.098767,3.102880,0.451366,0.386899,0.270346
1244087385.837000,7.499991,2.130570,1.983378,0.580027,4.098889,3.102911,0.451777,0.386793,0.270292
1244087385.857000,7.500381,2.132793,1.983174,0.580203,4.099005,3.102946,0.452182,0.386691,0.270254
1244087385.877000,7.500779,2.135030,1.982969,0.580382,4.099122,3.102977,0.452605,0.386583,0.270208
1244087385.897000,7.501183,2.137280,1.982760,0.580552,4.099214,3.103005,0.453030,0.386478,0.270165
1244087385.917000,7.501592,2.139525,1.982548,0.580702,4.099309,3.103030,0.453418,0.386372,0.270107
1244087385.937000,7.502008,2.141783,1.982334,0.580860,4.099413,3.103056,0.453812,0.386265,0.270050
1244087385.957000,7.502430,2.144055,1.982118,0.581008,4.099493,3.103080,0.454219,0.386158,0.270018
1244087385.985000,7.502861,2.146348,1.981900,0.581167,4.099596,3.103104,0.454596,0.386050,0.269947
1244087386.007000,7.503298,2.148656,1.981681,0.581319,4.099690,3.103128,0.454974,0.385946,0.269896
1244087386.027000,7.503739,2.150959,1.981459,0.581480,4.099796,3.103142,0.455310,0.385836,0.269823
1244087386.047000,7.504186,2.153275,1.981237,0.581632,4.099903,3.103153,0.455609,0.385731,0.269762
1244087386.067000,7.504638,2.155603,1.981014,0.581799,4.100007,3.103164,0.455962,0.385622,0.269701
1244087386.087000,7.505096,2.157945,1.980790,0.581968,4.100104,3.103171,0.456250,0.385514,0.269628
1244087386.107000,7.505559,2.160300,1.980566,0.582116,4.100201,3.103175,0.456586,0.385407,0.269571
1244087400.927000,7.504222,2.160024,1.980805,0.582296,4.100260,3.103088,0.456460,0.385298,0.269579
1244087400.947000,7.502886,2.159748,1.981049,0.582448,4.100319,3.102996,0.456333,0.385189,0.269617
1244087400.967000,7.501551,2.159472,1.981296,0.582640,4.100363,3.102906,0.456211,0.385080,0.269655
1244087400.987000,7.500217,2.159196,1.981547,0.582838,4.100408,3.102817,0.456084,0.384972,0.269686
1244087401.007000,7.498884,2.158919,1.981801,0.583029,4.100453,3.102727,0.455959,0.384863,0.269725
1244087401.027000,7.497553,2.158643,1.982059,0.583221,4.100499,3.102626,0.455835,0.384756,0.269826
1244087401.047000,7.496222,2.158367,1.982321,0.583373,4.100550,3.102515,0.455715,0.384648,0.269915
1244087401.067000,7.494893,2.158090,1.982588,0.583522,4.100607,3.102405,0.455592,0.384540,0.269977
1244087401.087000,7.493564,2.157813,1.982860,0.583685,4.100662,3.102296,0.455468,0.384433,0.270059
1244087401.107000,7.492237,2.157536,1.983136,0.583813,4.100716,3.102181,0.455342,0.384324,0.270130
1244087401.127000,7.490911,2.157258,1.983418,0.583989,4.100779,3.102073,0.455221,0.384217,0.270297
1244087401.147000,7.489586,2.156980,1.983704,0.584153,4.100837,3.101961,0.455099,0.384109,0.270364
